Title,Statement,Link,Tag
Match the Streams ,"You are given two integer sequences A1,A2,…,ANA1,A2,…,ANA_1, A_2, dots, A_N and B1,B2,…,BNB1,B2,…,BNB_1, B_2, dots, B_N. We define the similarity of the sequences A and B as the number of indices i such that Ai=BiAi=BiA_i = B_i. You should process Q queries. In each query, you are given parameters l, r and c; you should change each of the elements Al,Al+1,…,ArAl,Al+1,…,ArA_l, A_{l+1}, dots, A_r to c, and then compute the similarity of the sequences A and B. Chef knows that this is simple, so he asks you to answer the queries online. Note that the input is given in a special format to ensure that. Tags: Sets, Merge Sort Tree, Binary Search Data Structures, Advanced Data Structures, Advanced Tree Structures, Algorithms, Searching ",https://www.codechef.com/problems/MATCH2,CC
Water Transfer ,"The city of Hunterland can be represented as a grid with N rows (numbered 1 through N) and M columns (numbered 1 through M). Let's denote a cell in row r and column c by (r,c)(r,c)(r,c). Ahmet, the mayor, plans to develop the underground water system of Hunterland. There is a large reservoir of water in the cell (1,1)(1,1)(1, 1). Water from the reservoir must reach the cell (N,M)(N,M)(N, M) through a simple path in a network of underground pipes. From each cell (i,j)(i,j)(i,j), water flows out through a one-directional pipe with a given capacity ai,jai,ja_{i,j} and direction di,jdi,jd_{i,j} (up, down, left or right), either to a side-adjacent cell or out of the grid. At any moment, a pipe cannot hold more water than its capacity. Each cell, however, can receive water from any number of adjacent cells; in particular, there can be pairs of cells which send water directly to each other through two pipes with opposite directions. Due to poor planning of the previous mayor, the N⋅MN⋅MN cdot M pipes do not have optimal capacities or directions. Ahmet employs Faruk the engineer to rectify this network. Faruk does not have much time, so he may only perform up to K operations. In each operation, he should: choose some outgoing pipe with positive capacity decrease its capacity by 1 rotate it 90 degrees clockwise, i.e. change its direction in one of the following ways: up to right, right to down, down to left or left to up Faruk's goal is to maximise the amount of water that can be sent from the cell (1,1)(1,1)(1,1) to the cell (N,M)(N,M)(N,M) per unit of time. Specifically, for each simple path along pipes from the cell (1,1)(1,1)(1, 1) to (N,M)(N,M)(N, M) in the final network, consider the minimum of capacities of pipes in this path; the amount of water that can be sent from (1,1)(1,1)(1, 1) to (N,M)(N,M)(N, M) per unit of time is the maximum of these minimum values, or 0 if there is no valid path. Help Faruk determine this maximum possible amount of water that can be sent from the cell (1,1)(1,1)(1,1) to the cell (N,M)(N,M)(N,M). Note that it is not required to minimise the number of clockwise rotations. Also note that the capacity and direction of the pipe from the cell (N,M)(N,M)(N, M) do not affect the answer, but have been given on the input for uniformity. Tags: binary-search, cook127, dijkstra-algorithm, easy-medium, rlukaku37 ",https://www.codechef.com/problems/WATRA,CC
Covaxin vs Covishield ,"There are two types of vaccines available: Covaxin and Covishield. A black marketeer has X coins and wants to buy as many vaccines as possible. Due to the black marketing concerns, government has enforced the following policy: ithithi^{th} dose of Covaxin costs a+(i−1)⋅ba+(i−1)⋅ba + (i - 1)cdot b coins for every i≥1i≥1i geq 1. ithithi^{th} dose of Covishield costs c+(i−1)⋅dc+(i−1)⋅dc + (i - 1)cdot d coins for every i≥1i≥1i geq 1. The values of the four parameters a,b,ca,b,ca, b, c and d, however isn't constant and might vary from query to query. In general the value of these four parameters for ithithi^{th} query will be Ai,Bi,CiAi,Bi,CiA_i, B_i, C_i and DiDiD_i respectively. Let ansiansians_i be the maximum total quantity of vaccines the black marketeer can buy corresponding to the ithithi^{th} query. For each query, you have to find the value of ansiansians_i. You will be given integers A1,B1,C1,D1,P,Q,R,S,TA1,B1,C1,D1,P,Q,R,S,TA_1, B_1, C_1, D_1, P, Q, R, S, T and M which will define the queries to be followed. For i≥1i≥1i geq 1 and i≤I−1i≤I−1i leq I - 1: Ai+1=(Ai+ansi⋅T)modM+PAi+1=(Ai+ansi⋅T)modM+PA_{i+1} = (A_i + ans_icdot T) bmod M + P Bi+1=(Bi+ansi⋅T)modM+QBi+1=(Bi+ansi⋅T)modM+QB_{i+1} = (B_i + ans_icdot T) bmod M + Q Ci+1=(Ci+ansi⋅T)modM+RCi+1=(Ci+ansi⋅T)modM+RC_{i+1} = (C_i + ans_icdot T) bmod M + R Di+1=(Di+ansi⋅T)modM+SDi+1=(Di+ansi⋅T)modM+SD_{i+1} = (D_i + ans_icdot T) bmod M + S . Note: Since the output is large, prefer using fast input-output methods. Tags: AP, Binary Search Mathematics, Sequences and Progression, Algorithms, Searching ",https://www.codechef.com/problems/COVAXIN,CC
BOOKS ,"Problem Name: MYProblem Definition : There are n students who are waiting in a queue for getting their favourite books from the library. The library contains infinite copies of m books. Now a student likes a particular book if the number of pages of that book lies in the range he wants. In short every student wants a book to be of l minimum pages and r maximum pages, where l and r varies as per student, and are inclusive. You have to tell the number of books that every student gets and the total number of pages he can read. Note that, each student, takes only one copy of a particular book Constraints : 1 <= T <= 10 1 <= m <= 105 1 <= n <= 104 1 <= pages in a book <= 40 1 <= li<=ri <= 50 Tags: binary-search, easy, kjcs2018, prefix-sum, shmabulock ",https://www.codechef.com/problems/BOOK,CC
Cleaning Drive ,"There is a hallway of length N−1N−1N-1 and you have M workers to clean the floor. Each worker is responsible for segment [Li,Ri][Li,Ri][L_i, R_i], i.e., the segment starting at LiLiL_i and ending at RiRiR_i. The segments might overlap. Every unit of length of the floor should be cleaned by at least one worker. A worker can clean 1 unit of length of the floor in 1 unit of time and can start from any position within their segment. A worker can also choose to move in any direction. However, the flow of each worker should be continuous, i.e, they can’t skip any portion and jump to the next one, though they can change their direction. What’s the minimum amount of time required to clean the floor, if the workers work simultaneously? Tags: Priority Queue, Multiset, Sorting, Binary Search on Answer Data Structures, Queues, Sets, Algorithms, Searching, Binary Search ",https://www.codechef.com/problems/DRIVE,CC
Batman v Superman ,"Batman worried about his imminent battle with Superman tries to find as many shards of kryptonite as possible. He scoured the world and found ""S"" shards of kryptonite. In the BatCave , there is only one row of lead lined compartments which Superman's X-Ray vision cannot penetrate. Some of these compartments are already occupied leaving only ""N"" free compartments. Even in this single row, Batman resolves to keep each of the shards as far away from each other as possible. Your task is to help Batman place the shards in such a way that the smallest distance between any two shards is the maximum possible. Find and output the same Tags: binary-search, simple, suthirth ",https://www.codechef.com/problems/PRPR5,CC
Insider Subsequences ,"An x-insider of this array is a subsequence of A such that x is strictly in between any two consecutive elements of the subsequence. More formally, a subsequence S=[s0,s1,…sk−1]S=[s0,s1,…sk−1]S = [s_0, s_1, dots s_{k-1}] of the array A is an x-insider if for every integer i such that 1≤i≤k−11≤i≤k−11 leq i leq k-1, either si−1<x<sisi−1<x<sis_{i-1} lt x lt s_{i} or si−1>x>sisi−1>x>sis_{i-1} gt x gt s_{i} For example, for the array [1,4,2,4][1,4,2,4][1, 4, 2, 4], the subsequence [1,4,2][1,4,2][1, 4, 2] is a 3-insider because 1<3<41<3<41 < 3 < 4 and 4>3>24>3>24 > 3 > 2. The subsequence [1,2][1,2][1, 2] is not an x-insider for any integer x. The subsequence [1,4][1,4][1, 4] is a 2-insider as well as a 3-insider. Let mkmkm_k be the smallest integer such that A contains an mkmkm_k-insider of length exactly k. If such an integer does not exist then mk=−1mk=−1m_k = -1. Similarly, let MkMkM_k be the largest integer such that A contains an MkMkM_k-insider of length exactly k. If such an integer does not exist then Mk=−1Mk=−1M_k = -1. Find m2,m3,…mNm2,m3,…mNm_2, m_3, dots m_N and M2,M3,…MNM2,M3,…MNM_2, M_3, dots M_N. Tags: Difference Arrays, Greedy, Sliding Window, Sorting, Binary Search Data Structures, Arrays, Algorithms, Searching ",https://www.codechef.com/problems/INSIDER,CC
Sky Watching ,"Rocky loves watching the stars of the night sky. He has a telescope with a range length L whose stand is damaged in such a way that you can’t move the telescope up, down, left or right. It can point only to a fixed point in the sky. Rocky likes to watch as many stars as possible. So, he got an idea and made a slider for the base of the stand. But the slider was too slippery, so you have to fix the telescope to view through it. Given N stars and their coordinates on the horizontal line of vision of the telescope, can you help Rocky find the position to fix the telescope such that he can watch maximum number of stars? [Note: Range length L of the telescope is defined as, if you fix the telescope such that the left endpoint is at coordinate x on the horizontal line of vision, then Rocky can see all stars in the range x to x+Lx+Lx+L, inclusive of endpoints. Tags: binary-search, cnxh2020, easy, kishen19120, two-pointers ",https://www.codechef.com/problems/SKYFALL,CC
Interactive Tree ,"This problem is similar to the problem ""INTREECTIVE2"". The only difference between them is the number of queries allowed — in this problem, up to 21 queries can be made. In Div. 1 and Div. 2 this problem is worth 40 points and ""INTREECTIVE2"" is worth 60. In Div. 3 this problem is non-scorable. This is an interactive task You are given a tree consisting of N nodes, numbered from 1 to N. Chef selected an arbitrary node and marked it. Chef gave you a judge to play with, using which you can ask queries about the given tree. In each query, you give the judge a non-empty set S of nodes. The judge returns 1 if there exists u and v (not necessarily distinct) such that u,v∈Su,v∈Su,v in S and the marked node lies on the shortest path from u to v, or 0 otherwise. You have to find the marked node. For each test case, you can use at most 21 queries. Interaction Begin the interaction by reading a single integer T denoting the number of test cases. The description of interaction for T test cases follows. For each test case, first read a single integer N, denoting the number of nodes in the tree. N−1N−1N - 1 lines follow. The ithithi^{th} of these lines contains two space-separated integers uiuiu_i and viviv_i, denoting an edge between the nodes uiuiu_i and viviv_i. It is guaranteed that the given graph is a tree. Now you may begin asking queries. To ask a query about a set S of k nodes v1,v2,…,vkv1,v2,…,vkv_{1},v_{2},…,v_{k} (1≤k≤N,1≤vi≤N,1≤k≤N,1≤vi≤N,1 le k le N, 1 le v_{i} le N, all viviv_{i} are distinct), output: ? k v1v1v_{1} v2v2v_{2} ……ldots vkvkv_{k} You will then receive an integer x. x is 1 if there exists u and v(not necessarily distinct) such that u,v∈Su,v∈Su,v in S and the marked node lies on the path from u to v, or 0 otherwise. When you have found the marked node(say v), print the answer in the following format: ! v Outputting the answer doesn't count towards the limit of 212121 queries. If at any time you make an invalid query or exceed the query limit, the interaction is terminated and you will receive a Wrong Answer verdict. If you receive a Judge Error verdict, that means your program actually has one of many possible errors: an Idleness Limit Exceeded error (it is waiting for input that does not exist), a Runtime error, you asked an invalid query, or possibly some other error. Don't forget to flush the output after printing each line! Constraints 1≤T≤101≤T≤101 le T le 10 1≤N≤101≤N≤101 le N le 10 The input graph is a tree Sum of N does not exceed 5⋅1045⋅1045 cdot 10^4 over all test cases At most 212121 queries can be made. Sample Interaction Grader You 2 2 1 2 ? 1 1 0 ! 2 4 1 2 1 4 1 3 ? 3 1 2 3 1 ? 1 3 1 ! 3 Explanation Test case 1: After the 1st1st1^{st} query, we know that node 1 hasn't been marked. So, we are left with only one possibility — node 2. Test case 2: Chef marked the node 3. Note: The above queries are just to demonstrate the interaction. They may or may not be sufficient to deduce the final answer. Author: 6★satyam_343 Editorial: https://discuss.codechef.com/problems/INTREECTIVE Tags: binary-search, easy-medium, interactive, satyam_343, start28, trees Difficulty Rating: 2822 Date Added: 27-02-2022Tags: binary-search, easy-medium, interactive, satyam_343, start28, trees ",https://www.codechef.com/problems/INTREECTIVE,CC
The Dirty Path ,"Bob is currently at origin. Bob walks on X-axis and towards the right. In one move, Bob can either jump 1 unit to the right or 2 units to the right. Some of these coordinates are dirty. Bob wants to know the number of ways going to (Y,0)(Y,0)(Y, 0) from (0,0)(0,0)(0, 0). Two ways are considered to be different if there exists an integer j such that the location of Bob after j steps is different. Sounds like a well known problem? Bob quickly came up with a perfect solution. A valid path should contain '.' which represents a clean coordinate or '#' which represents a dirty coordinate. If the length of the path is LENLENLEN, then Bob's program calculates and prints number of ways to reach (LEN−1,0)(LEN−1,0)(LEN-1, 0) from (0,0)(0,0)(0, 0). An integer X is considered to be a good integer if Bob's program prints X for some valid path. You have to write a program to output Y, where Y is NthNthN^{th} good number in the range L to R. You should also print the valid path that would make Bob's program output Y. If there are multiple valid paths, you can output any of them. Please see the output section for more details. Tags: DFS, BFS, Sorting, Binary Search Algorithms, Graph Algos, Traversals, Searching ",https://www.codechef.com/problems/ANUTDP,CC
Malvika conducts her own ACM-ICPC contest series ,"After winning numerous programming competitions, Malvika has got bored of participating, and is thinking of holding her own series of contests, named ""Advanced Contests by Malvika: India's Coolest Programming Contests (ACM-ICPC)"". Each contest will have three problems, one each of easy, medium and hard levels. Now, after some time, Malvika realized that creating hard problems for a contest is not as easy for her as solving them. So she asked her friend Animesh to join the team and help her with it. Animesh himself is no good with creating problems, but he suggested her a clever strategy to reduce the number of hard problems she needs to create. He suggested that ACM-ICPC could have three types of contests, comprising of the following problem levels: Type 1: 1 easy, 1 medium, 1 hard Type 2: 1 easy, 2 medium Type 3: 2 easy, 1 medium One day, Malvika and Animesh sat down and prepared e easy problems, m medium, and h hard problems. As we know that it is harder to make higher difficulty problems, the number of hard problems will be no more than medium and similarly, the number of medium level problems, will be no more than easy level. Now, they want to use the above problems to organizes a series of contests. Also, as they want the series to be interesting, so they don't want to have two consecutive contests in the series to be of the same type. Can you please help them in finding out the maximum number of contests they can conduct in the series? Tags: acm15chn, admin2, binary-search ",https://www.codechef.com/problems/CHN01,CC
Racing Horses ,"Chef is very fond of horses. He enjoys watching them race. As expected, he has a stable full of horses. He, along with his friends, goes to his stable during the weekends to watch a few of these horses race. Chef wants his friends to enjoy the race and so he wants the race to be close. This can happen only if the horses are comparable on their skill i.e. the difference in their skills is less. There are N horses in the stable. The skill of the horse i is represented by an integer S[i]. The Chef needs to pick 2 horses for the race such that the difference in their skills is minimum. This way, he would be able to host a very interesting race. Your task is to help him do this and report the minimum difference that is possible between 2 horses in the race. Tags: Sorting, Brute Force Algorithms ",https://www.codechef.com/problems/HORSES,CC
The Smallest Pair ,"You are given a sequence a1, a2, ., aN. Find the smallest possible value of ai + aj, where 1 ≤ i < j ≤ N. Tags: Conditional Statements, Implementation Basic Programming Concepts, Algorithms ",https://www.codechef.com/problems/SMPAIR,CC
Missing a Point ,"Chef has N axis-parallel rectangles in a 2D Cartesian coordinate system. These rectangles may intersect, but it is guaranteed that all their 4N4N4N vertices are pairwise distinct. Unfortunately, Chef lost one vertex, and up until now, none of his fixes have worked (although putting an image of a point on a milk carton might not have been the greatest idea after all…). Therefore, he gave you the task of finding it! You are given the remaining 4N−14N−14N-1 points and you should find the missing one. Tags: Bitwise Operation Mathematics, Bit Manipulation ",https://www.codechef.com/problems/PTMSSNG,CC
Frog Sort ,"There are N frogs (numbered 1 through N) in a line. For each valid i, the i-th frog is initially at the position i, it has weight WiWiW_i, and whenever you hit its back, it jumps a distance LiLiL_i to the right, i.e. its position increases by LiLiL_i. The weights of the frogs are pairwise distinct. You can hit the back of each frog any number of times (possibly zero, not necessarily the same for all frogs) in any order. The frogs do not intefere with each other, so there can be any number of frogs at the same time at each position. Your task is to sort the frogs in the increasing order of weight using the smallest possible number of hits. In other words, after all the hits are performed, then for each pair of frogs (i,j)(i,j)(i, j) such that Wi<WjWi<WjW_i lt W_j, the position of the i-th frog should be strictly smaller than the position of the j-th frog. Find the smallest number of hits needed to achieve such a state. Tags: ad-hoc, Sorting, Observation Algorithms, Constructive ",https://www.codechef.com/problems/FROGS,CC
Chefina and Swaps ,"Chefina has two sequences A1,A2,…,ANA1,A2,…,ANA_1, A_2, ldots, A_N and B1,B2,…,BNB1,B2,…,BNB_1, B_2, ldots, B_N. She views two sequences with length N as identical if, after they are sorted in non-decreasing order, the i-th element of one sequence is equal to the i-th element of the other sequence for each i (1≤i≤N1≤i≤N1 le i le N). To impress Chefina, Chef wants to make the sequences identical. He may perform the following operation zero or more times: choose two integers i and j (1≤i,j≤N)(1≤i,j≤N)(1 le i,j le N) and swap AiAiA_i with BjBjB_j. The cost of each such operation is min(Ai,Bj)min(Ai,Bj)mathrm{min}(A_i, B_j). You have to find the minimum total cost with which Chef can make the two sequences identical. Tags: Maps, Greedy Data Structures, Algorithms ",https://www.codechef.com/problems/CHFNSWPS,CC
Balanced Reversals ,"Chef is given a binary string A of length N. He can perform the following operation on A any number of times: Choose L and R (1≤L≤R≤N)(1≤L≤R≤N)(1 leq L leq R leq N), such that, in the substring A[L,R]A[L,R]A[L,R], the number of 1s is equal to the number of 0s and reverse the substring A[L,R]A[L,R]A[L,R]. Find the lexicographically smallest string that Chef can obtain after performing the above operation any (possibly zero) number of times on A. String X is lexicographically smaller than string Y, if either of the following satisfies: X is a prefix of Y and X≠YX≠YX neq Y. There exists an index i such that Xi<YiXi<YiX_i lt Y_i and Xj=Yj,∀jXj=Yj,∀jX_j = Y_j, forall j such that 1≤j<i1≤j<i1 leq j lt i. Tags: cakewalk, saritesh, sorting, start30, strings ",https://www.codechef.com/problems/BALREV,CC
Total Correct Submissions ,"Codechef challenges have three divisions. In one challenge, there are N problems in each division, but some problems may be shared among multiple divisions. Each problem is uniquely identified by a code — a string containing only uppercase English letters. Each participant can only submit in one of the divisions. Chef wants to find the number of correct solutions, in total among all 3 divisions, for each problem. Given a list of N problem codes with the numbers of correct solutions for each problem in each division, find the total number of correct solutions for each problem and sort them in non-decreasing order. Tags: Maps, Implementation Data Structures, Algorithms ",https://www.codechef.com/problems/TOTCRT,CC
Chef and Party ,"Tonight, Chef would like to hold a party for his N friends. All friends are invited and they arrive at the party one by one in an arbitrary order. However, they have certain conditions — for each valid i, when the i-th friend arrives at the party and sees that at that point, strictly less than AiAiA_i other people (excluding Chef) have joined the party, this friend leaves the party; otherwise, this friend joins the party. Help Chef estimate how successful the party can be — find the maximum number of his friends who could join the party (for an optimal choice of the order of arrivals). Tags: cook103, easy, kingofnumbers, sorting ",https://www.codechef.com/problems/CHFPARTY,CC
Chef and Interesting Subsequences ,"Chef has a sequence A1,A2,…,ANA1,A2,…,ANA_1, A_2, ldots, A_N. This sequence has exactly 2N2N2^N subsequences. Chef considers a subsequence of A interesting if its size is exactly K and the sum of all its elements is minimum possible, i.e. there is no subsequence with size K which has a smaller sum. Help Chef find the number of interesting subsequences of the sequence A. Tags: Combinatorics, Sorting, Observation Mathematics, Algorithms ",https://www.codechef.com/problems/CHEFINSQ,CC
ChefWatson uses Social Network ,"Chef Watson uses a social network called ChefBook, which has a new feed consisting of posts by his friends. Each post can be characterized by f - the identifier of the friend who created the post, p - the popularity of the post(which is pre-calculated by ChefBook platform using some machine learning algorithm) and s - the contents of the post which is a string of lower and uppercase English alphabets. Also, Chef has some friends, which he has marked as special. The algorithm used by ChefBook for determining the order of posts in news feed is as follows: Posts of special friends should be shown first, irrespective of popularity. Among all such posts the popular ones should be shown earlier. Among all other posts, popular posts should be shown earlier. Given, a list of identifiers of Chef's special friends and a list of posts, you have to implement this algorithm for engineers of ChefBook and output the correct ordering of posts in the new feed. Tags: cakewalk, cook75, darkshadows, sorting ",https://www.codechef.com/problems/BOOKCHEF,CC
Chef and Employment Test ,"Even though it was a little unexpected, Chef did it! He has finally opened a new restaurant! As you all know, to make everything go well, Chef needs employees (co-chefs if you might say). Because Chef is a perfectionist, he planned to employ only chefs who are good at competitive progeamming. Hence, Chef asked for help from his friends Shahhoud and Said. Knowing that many people (such as Ahmad, Nour, Majd and Joud) will apply for the job, they decided to choose only the best appliers. As the day of the employment came, people lined up in front of the restaurant applying for the job. Before accepting any appliers, Shahhoud and Said decided to make them answer a simple question, in order to determine which of them better deserves the job. Given an array of N elements A1, A2, ., AN, each applier was asked to insert any K integers he wants to this array. Eventually, each applier will be asked to write down the median among all the elements in his resulting array. Many appliers asked for your help to determine what is the greatest median they can get after inserting any K elements they want? Note that the median in an array is the element positioned at the center of the array after sorting it. E.g. the median in [2, 1, 5, 2, 4] is 2, and the median in [3, 3, 1, 3, 3] is 3. Tags: Mathematics, ad-hoc, Sorting Algorithms, Constructive ",https://www.codechef.com/problems/CK87MEDI,CC
Simple Statistics ,"Sergey has made N measurements. Now, he wants to know the average value of the measurements made. In order to make the average value a better representative of the measurements, before calculating the average, he wants first to remove the highest K and the lowest K measurements. After that, he will calculate the average value among the remaining N - 2K measurements. Could you help Sergey to find the average value he will get after these manipulations? Tags: Basic Maths, Sorting Mathematics, Algorithms ",https://www.codechef.com/problems/SIMPSTAT,CC
Pushpa ,"has entered Chefland and wants to establish Pushpa-Raj here too. Chefland has N towers where the height of the ithithi^{th} tower is HiHiH_i. To establish Pushpa-Raj, does the following: Initially, chooses any tower i (1≤i≤N)(1≤i≤N)(1le i le N) and lands on the roof of that tower. Let X denote the height of the tower is currently on, then, can land on the roof of any tower j (1≤j≤N)(1≤j≤N)(1le j le N) such that the height of the jthjthj^{th} tower is (X+1)(X+1)(X+1). Let i denote the index of the tower on which lands, then, the height of all towers except tower i increases by 1 after each jump including the initial jump. To establish Pushpa-Raj, wants to land at the maximum height possible. Determine the maximum height can reach. Tags: Sorting, Two pointers Algorithms, Simple Algos ",https://www.codechef.com/problems/PUSH7PA,CC
Chef of the Year ,"Chefs from all over the globe gather each year for an international convention. Each chef represents some country. Please, note that more than one chef can represent a country. Each of them presents their best dish to the audience. The audience then sends emails to a secret and secure mail server, with the subject being the name of the chef whom they wish to elect as the ""Chef of the Year"". You will be given the list of the subjects of all the emails. Find the country whose chefs got the most number of votes, and also the chef who got elected as the ""Chef of the Year"" (the chef who got the most number of votes). Note 1 If several countries got the maximal number of votes, consider the country with the lexicographically smaller name among them to be a winner. Similarly if several chefs got the maximal number of votes, consider the chef with the lexicographically smaller name among them to be a winner. Note 2 The string A = a1a2.an is called lexicographically smaller then the string B = b1b2.bm in the following two cases: there exists index i ≤ min{n, m} such that aj = bj for 1 ≤ j < i and ai < bi; A is a proper prefix of B, that is, n < m and aj = bj for 1 ≤ j ≤ n.The characters in strings are compared by their ASCII codes. Refer to function strcmp in C or to standard comparator < for string data structure in C++ for details. Tags: Maps, Implementation Data Structures, Algorithms ",https://www.codechef.com/problems/CVOTE,CC
Swapping Chefs Way ,"Chef is working on his swap-based sorting algorithm for strings. Given a string S of length N, he wants to know whether he can sort the string using his algorithm. According to the algorithm, one can perform the following operation on string S any number of times: Choose some index i (1≤i≤N)(1≤i≤N)(1 leq i leq N) and swap the ithithi^{th} character from the front and the ithithi^{th} character from the back. More formally, choose an index i and swap SiSiS_i and S(N+1−i)S(N+1−i)S_{(N+1-i)}. For example, d––cba––d_cba_underline{text{d}} text{cb} underline{text{a}} can be converted to a––cbd––a_cbd_underline{text{a}} text{cb} underline{text{d}} using one operation where i=1i=1i = 1. Help Chef find if it is possible to sort the string using any (possibly zero) number of operations. Tags: String, Sorting Data Structures, Algorithms ",https://www.codechef.com/problems/SWAPCW,CC
Bear and Extra Number ,"A sequence is called nice if its elements are distinct consecutive numbers, possibly in changed order. For example, both (6, 7, 8) and (15, 13, 16, 14) are nice, while (4, 6), (4, 5, 5, 6) and (15, 16, 15) are not. Limak has a nice sequence. While he was in school today, someone inserted one extra number in the sequence. Limak has just returned and realized that the sequence isn't nice anymore! He wants to remove the inserted number and make his sequence nice again. Can you help him to find the number that he should remove? Formally, in each test case you are given a sequence of N numbers A1, A2, ., AN. Your task is to find the value X, such that removing one occurrence of X would make the sequence nice. It's guaranteed that exactly one solution exists. Tags: Case work, ad-hoc, Observation Special, Algorithms, Constructive ",https://www.codechef.com/problems/EXTRAN,CC
Chef and easy problem ,"Chef and Roma are playing a game. Rules of the game are quite simple. Initially there are N piles of stones on the table. In each turn, a player can choose one pile and remove it from the table. Each player want to maximize the total number of stones removed by him. Chef takes the first turn. Please tell Chef the maximum number of stones he can remove assuming that both players play optimally. Tags: cakewalk, furko_adm, ltime16, sorting ",https://www.codechef.com/problems/CHEFA,CC
Ordering teams ,"In ACM-ICPC contests, there are usually three people in a team. For each person in the team, you know their scores in three skills - hard work, intelligence and persistence. You want to check whether it is possible to order these people (assign them numbers from 1 to 3) in such a way that for each 1 ≤ i ≤ 2, i+1-th person is stricly better than the i-th person. A person x is said to be better than another person y if x doesn't score less than y in any of the skills and scores more than y in at least one skill. Determine whether such an ordering exists. Tags: Sorting, Brute Force Algorithms ",https://www.codechef.com/problems/ORDTEAMS,CC
Average Flex ,"There are N students in a class, where the i-th student has a score of AiAiA_i. The i-th student will boast if and only if the number of students scoring less than or equal AiAiA_i is greater than the number of students scoring greater than AiAiA_i. Find the number of students who will boast. Tags: Frequency Arrays, Sorting, Brute Force, Binary Search, Prefix Sum Data Structures, Arrays, Algorithms, Searching, Simple Algos ",https://www.codechef.com/problems/AVGFLEX,CC
Cool Name ,"Sardar Singh has many men fighting for him, and he would like to calculate the power of each of them to better plan for his fight against Ramadhir. The power of a string S of lowercase English alphabets is defined to be ∑i=1|S|i⋅ord(Si)∑i=1|S|i⋅ord(Si) sum_{i = 1}^{|S|} icdot ord(S_i) where ord(Si)ord(Si)ord(S_i) is the position of SiSiS_i in the alphabet, i.e, ord(′a′)=1,ord(′b′)=2,…,ord(′z′)=26ord(′a′)=1,ord(′b′)=2,…,ord(′z′)=26ord('a') = 1, ord('b') = 2, dots, ord('z') = 26. Each of Sardar Singh's men has a name consisting of lowercase English alphabets. The power of a man is defined to be the maximum power over all possible rearrangements of this string. Find the power of each of Sardar Singh's men. Tags: String Data Structures ",https://www.codechef.com/problems/CALPOWER,CC
Plane Division ,"Chef is working with lines on a 2-D plane. He knows that every line on a plane can be clearly defined by three coefficients A, B and C: any point (x, y) lies on the line if and only if A * x + B * y + C = 0. Let's call a set of lines to be perfect if there does not exist a point that belongs to two or more distinct lines of the set. He has a set of lines on a plane and he wants to find out the size of the largest perfect subset of this set. Tags: Basic Maths, Geometry, GCD Mathematics, Number Theory ",https://www.codechef.com/problems/PLANEDIV,CC
Mighty Friend ,"Motu and Tomu are very good friends who are always looking for new games to play against each other and ways to win these games. One day, they decided to play a new type of game with the following rules: The game is played on a sequence A0,A1,…,AN−1A0,A1,…,AN−1A_0, A_1, dots, A_{N-1}. The players alternate turns; Motu plays first, since he's earlier in lexicographical order. Each player has a score. The initial scores of both players are 0. On his turn, the current player has to pick the element of A with the lowest index, add its value to his score and delete that element from the sequence A. At the end of the game (when A is empty), Tomu wins if he has strictly greater score than Motu. Otherwise, Motu wins the game. In other words, Motu starts by selecting A0A0A_0, adding it to his score and then deleting it; then, Tomu selects A1A1A_1, adds its value to his score and deletes it, and so on. Motu and Tomu already chose a sequence A for this game. However, since Tomu plays second, he is given a different advantage: before the game, he is allowed to perform at most K swaps in A; afterwards, the two friends are going to play the game on this modified sequence. Now, Tomu wants you to determine if it is possible to perform up to K swaps in such a way that he can win this game. Tags: Maps Data Structures ",https://www.codechef.com/problems/MTYFRI,CC
Sorting Tool ,"Problem description. Chaitya is a great problem solver. He found that most of his problems could be solved by arranging them in a particular order. The problem input consists of N. numbers, smaller than or equal to M. Chaitya’s analysis consists of sorting this sequence according to their occurrences. The output must be sorted so that for two numbers A and B, A will appear before B if the number of times A appears in the original order is larger than the number of times B does. If the number of occurrences is equal, the number whose value appears sooner in the input should appear sooner in the sorted sequence. Help Chaitya by creating a custom sorting tool. Tags: binary-search-tree, kcpr2016, map, pairing, sorting, standard-template-library, vector, vedipen ",https://www.codechef.com/problems/KJCP01,CC
Problem Sort ,"Chef is organising a contest with P problems (numbered 1 through P). Each problem has S subtasks (numbered 1 through S). The difficulty of a problem can be calculated as follows: Let's denote the score of the k-th subtask of this problem by SCkSCkSC_k and the number of contestants who solved it by NSkNSkNS_k. Consider the subtasks sorted in the order of increasing score. Calculate the number n of valid indices k such that NSk>NSk+1NSk>NSk+1NS_k > NS_{k + 1}. For problem i, the difficulty is a pair of integers (n,i)(n,i)(n, i). You should sort the problems in the increasing order of difficulty levels. Since difficulty level is a pair, problem a is more difficult than problem b if the number n is greater for problem a than for problem b, or if a>ba>ba gt b and n is the same for problems a and b. Tags: ad-hoc, Sorting Algorithms, Constructive ",https://www.codechef.com/problems/PROBLEMS,CC
